症状,草药
64,528 764 823 833 982 1136
5 155 211 341 351,408 473 537 672 823 1124 1159
41 261,528 558 720 823 876 947 1150
64,528 752 764 823 982 1136
233 261,528 582 752 823 982 1107
99 305,393 528 582 771 823 924 1107
324,419 422 425 468 528 532 560 637 661 668 705 731 748 759 764 790 813 929 947 985 1000 1026 1067 1084 1093 1119 1144 1178 1188
210,403 422 565 726 771 813 933 947 1039 1117 1191 1200
276,422 497 565 566 720 731 759 771 874 903 933 951 1011 1036
211,572 574 612 637 824 825 873 951 1109 1144
252,808
344,689 789 825
5 341,413 425 528 565 572 582 650 672 701 748 786 789 813 825 898 1069 1096 1159
344,528 662 689 789 813 1000 1144
141 178 305,425 478 637 813 947 951 1000 1054
93,608 825
93,750 808
178,425 528 549 813 951 1002 1054 1184
364,445 789 951
27 34 83 308 341 347,445 497 528 558 559 572 637 659 732 759 831 924 951 1136
308 341,442 549 558 564 637 764 813 833 924 947 1136 1179 1184 1188
34 200,408 419 425 442 549 558 564 637 650 764 813 833 872 924 935 1026 1109 1136 1148 1179 1188
335,519 1076 1113
297,457 478 582 650 1039
200,1132
172,449 758
124,528 758 813 833 947 1107
211,449 558 646 758 833 947 998 1067
141 211 214 374,758 810 1019
305,449 758
283,514 758 792
23,442 650 725 758 823 982 1109
305,528 558 637 758 813 907 1136
141,528 758
155,528 558 646 758 1132
147,424 528 558 572 607 637 758
37,758
200,528 694 758 946 1099
37,758
335,528 758
122,758 813 1019 1084 1094 1125
17,696 768 789
104,411
214,473 642 772 823 924 944 956 1132 1159
133,461 462 528 642 752 772 785 940 956 1056 1132 1153 1159
223,789 825 1031
76,411 637 646 841
76,411 637 646 841
341,422 637 650 668 764 788 813 947 1109 1199
341,422 528 549 637 764 788 813 924 947 1184 1199
76 193,422 425 637 650 705 790 813 831 935 947 1054 1184
341,422 637 650 668 764 788 813 947 1109 1199
76,516 816 1000 1067 1084 1144 1184
135,406 528 637 860
32 190,408 425 565 572 650 786 813 825 833 1052 1136
99 224,787 789 825 985 1096
22 335,422 425 457 490 528 637 646 707 764 813 833 841 850 854 947 952 1006 1052 1084 1184
99 314 335,419 440 528 637 701 707 764 813 828 850 955 1006 1184
349,422 425 513 528 637 661 771 813 1054 1188
40,422 637 764 854
349,422 425 513 528 637 661 771 813 1054 1188
83,422 425 528 637 661 771 813 947 1054 1143 1188
178,577 746 771 1000 1054 1144
178,528 813 1000 1054
335,509 560 731 985 1000
90 335,409 411 413 422 528 549 582 608 637 804 1054 1069 1144 1184
332,528 549 813 1000 1054 1159
93 144,422 528 672 771 816 1054 1143 1159
93 144,422 473 528 549 565 572 662 672 689 771 816 1054 1102 1143 1159 1170
139 314 335,477 510 532 637 951 1101 1159 1184
228,419 966
161,510
166,445 760
124 139 141 148 293 314,422 637 646 668 764 833 1184
258 318,574 612 1096 1188
139 314,422 510 528 637 668 764 1184
139 314,510 528 1184
228,947
382,748 758 787 812 869
335,478 608 673 759 812 869 1036 1084
382,748 758 787 812 869
335,478 608 673 759 812 869 1036 1084
19,449 528 572 722 1067
83,422 425 513 528 637 771 813 1054 1144 1188
298 341,422 425 513 528 537 637 661 771 813 1054 1124 1188
341,419 528 537 560 1026 1124 1143 1188
372,528 702 732 947 1093
167,440 488 527 528 607 642 702 720 813 833 994 1143 1194
167,528 650 702 833 947 1007 1175 1195
167,428 490 637 656 702 813 823 844 882 1000 1039 1151
34 200 341 357,422 473 498 528 532 637 692 705 833 868 957 982 984 998 1084 1144 1185 1194
98 167 283,869 980 1175
326,869 980 1047 1175
335,759 1088 1134
155,528 642 702 1159
98,528 732 813 868 984 998 1088 1148
41,559 637 656 685 771 808 985
93,449 808 985
305,642 650 764 850 1159 1194
225,850
335,425 637 813 850
133,406 473 656 825 850 874 924 1170
133 223,406 419 656 752 825 850 924 1026 1170
335,425 637 813 850
133,461 537 752 823 850 874 979 1011 1124 1170
50,637 850
133 223,406 425 656 752 825 850 924 1102
100,714 725 850
50,473 565 572 637 850
344,689 789 816
27 64,556 558 704
275,419 445 473 497 662 828 917 951 1039 1132 1143 1170 1175 1184
97 124 214,1132 1148 1175
211,449 528 633 642 701 722 758 823 917 1093 1096 1132 1143 1170 1194
298,425 565 572 790 825 951 1011
284,409 461 508 528 637 700 763 764 833 850 880 944 1095
13 305,473 1102
359,393 422 445 473 497 572 731 789 808 816 860 951 985 1143
359,393 422 445 473 497 572 731 789 808 816 860 951 985 1143
167,1095
305,473 985
93 359,419 539
359,1078
133,1078
358,827 1039
223,869
178 325,425 528
109,498 503 888 928 1115 1188
46,425 478 528 637 813 1002
247,445 559 838 1039 1088
385,422 637 646
335,510 646
335 356,422 478 637 764
293 305 335,422 442 564 637 650 764 1109
335 356,422 478 637 764
12,514 564 637 940 1117
34 214,422 425 637 650 764 813 1109
115 211,425 528 537 661 731 813 947 1067 1084 1093 1124
139 279 314,422 428 535 564 626 637 661 764 813 829 882 897 1109
349,422 661 813 829 897
12 34,445 559 685 838
115,445 559 685 1039 1088
115,528 532 661 672 939 947 1067 1159
211,528 661 731 759 1106 1144
115,528 661 731 947 1067 1094 1102 1136 1144 1159
115 128,528 661 731 947 1067 1094 1102 1106 1136 1144 1159
305 335 374,528 661 731 1094 1106 1144 1159
178 211 335,528 661 731 1067 1084 1094 1106 1144 1159
341,425 537 549 947 952 1093 1124
92 178 211,425 549 947 952 1080 1093
335,514 760 882 951 1144
318,760 812
133,419 698
92,532 598 985 1184
335,537 650 990 1124 1175
5,413 537 1069 1124
141,650 752 823 833 1019 1136
305 341,488 1194
34,498 528 637 656 668 732 813 841 897 951 998 1188
128,528 558 764 951
167,443
167,445 590 885
200,1125 1135
229 388,637 706
341,458 528 537 1084 1124
144,558 760
200,642
56 167,443 445 558 869 951 1039 1175
56 208 223 305,573 642 1143 1194
56 167 228 357,473
171 184 211 214,425 450 528 549 650 764 813 823 947 951 1184
155,393 442 528 662 816 823 1019 1101
50 223,869
283,531 858 1047
99,422 425 528 549 661 748 1000 1079 1144 1170
344,497 816 951
99,477 528 882 951 1184
335,494 617 771 882 985 1144
41 184,449 473 528 549 650 1136
335,528 572 661 813 946 947 1119
325,422 425 450 478 528 574 661 731 748 759 813 911 929 947 951 982 1000 1054 1102 1144 1184
211,425 528 572 574 748 759 813 816 911 951 1093 1144
305,425 549 591 947 951 1093
211,514 1093
248,559 759 760
184 341,1093
341,1093
335,528 572 661 813 946 947 1119
19,450 528 661 758 813
64,558
147,425 528 549 637 764 813 823 897 1084 1136
325,419 425 539 637 656 661 764 917 947 952
19,406 425 461 490 528 532 549 656 764 947 1136
5 261,461 530 558 626 637 767 925 1182 1188
139 314,478 659 685 705 746 809 829 882
224,528 574 612 701 748 813 823 882 947 1084 1132 1136
224,528 574 612 701 748 813 823 882 947 1084 1132 1136
248,528 549 560 637 650 946 1067 1084 1099 1144 1200
248,528 549 560 572 637 650 764 946 1099 1144 1200
248,528 549 560 637 650 946 1067 1084 1099 1144 1200
248,528 549 560 572 637 650 764 946 1099 1144 1200
248,528 560 637 946 1099 1144 1200
144 248,449 528 549 558 559 560 572 574 612 633 637 650 731 759 764 1067 1084 1144 1200
245,425 449 528 549 882 947 985 1067
211,748 759 1093
341,445 488 662 1093
211,574 612 748 759 1000 1039 1093 1144
178 184 305,528 549 692 985 1067 1159
5 341,801
200,528 572 646 650 813 833 1194
5 341,801
92 161 178 245 325,528 549 813 947 985 1067
335,478 528 549 759
228 261,528 642 650 686 823 947 1067 1159
318,574 612 760 951 1112 1200
197,412 528 720 833 930 947 982 1016 1062 1107 1148
335,637
356,422 637 854 1159
211 305,422 425 528 549 637 650 672 759 813 947 1093 1159
100,407 528 637 646 1002
9,528 674 811 813 868 1144
335,422 532 549 692 764 771 985 1067 1084 1093 1144 1184
37 124 172 208,488 528
335 341,528 532 549 692 985 1067 1093
92 195,425 528 549 558 560 1067 1093 1159
335,450 528 532 661 672 731 771 939 947 1000 1067 1079 1093 1094 1106 1107 1136 1144 1159
211,449
41 228,633 1067 1093 1102 1136
32,424 425 494 528 549 572 617 637 650 764 813 823 947 951 985 1067 1107
32,528 572 998
133,440 998
92 211,425 505 528 637 764 1136
92 195 211,422 425 449 468 528 532 549 558 560 633 692 725 845 947 1067 1084 1093 1144 1184
56 335,449 528 549 985 1067 1151
141 261,461 530 626 632 767 925 947 1182
34 335,425 528 532 549 558 620 748 813 1002
276,473 497 771 833 838 951
229,507 559 637 685 705 831 834 841 882 1017 1084
141 214,903
37,442 488 1125
133,720
112,425 473 498 637 656 661 705 813 831 841 842 951 1188
372,813
125,429 528 637 771 838 1047
135,399 558 824 868 967 1049 1064 1128 1179
305,422 425 548 565 566 771 874 933 1011 1094
276,497 566 642 765 771 874 933 951 1011 1036 1184
133,869 898 1019 1039
276,413 439 537 621 679 1069 1124
139 314 335,598 1194
314,404 585 967 1039 1047 1088 1091 1191
229,425 478 1150
161 341,445 611 1088
33 357,478 656 813 882 947 951 1159 1188
22 76 99 141 193 214 311 335 341 356 372,411 413 422 424 425 528 549 559 560 608 626 646 656 661 685 764 787 813 854 947 985 1054 1069 1102 1144 1184
358,561
178 193 335 349,422 425 528 646 650 764
297 344 357,425 528 951
197 229,528 867 1195
356,449 528
211 307 382,933
346,528 672
210 346,461 528 672 686 725 752 956
147,528 537 637 672 696 823 1124
5 99 341,442 528 672 1019 1119 1182 1194
133,408 422 528 650 672 833 1079 1102 1136 1159
155,813 998 1194
283,473 528 565 582 650 823 1143 1151 1170 1194
155 167,442 528 582 642 650 702 725 823 1007 1107 1136 1143 1194
305,860 1143 1194
14 283,408 448 473 478 528 537 637 813 917 951 1035 1124 1143 1170 1194
305,591 816 1194
305,497 528 551 565 951 1194
235 305,528 1194
211 305,473 497 528 662 816 951 1019 1039 1102 1194
50 83,1194
233 305,422 771 1194
155 305,565 1194
172 305,528 642 833 1107 1194
305,408 702 924 1132 1194
305,422 771 1107 1194
305,422 771 833 1194
40 141 167 208 214 261 305,1194
305,407 449 1194
155 305,406 528 725 1107 1143 1194
133,748 1056 1144 1153
141 305,406 473 528 833 1159 1170 1194
167,702 824 1175
194,573 642 725 813 824 1056 1153
141,522 558 824 1039 1137 1179
83,514 591 824 1093
236 331,998
305,442 447 461 473 573 620 632 633 642 686 725 776 786 801 823 824 833 914 924 1136 1144 1148 1168 1194
167 262,419 528 813 935 1026 1039 1088 1148 1175
37 143 200 217 325 341,411 528 646 813 982 1019 1136 1148
124,450 528 671 758 813 1039 1148
165 200 325,411 528 558 646 813 982 1019 1136 1148
83,399 473 551 565 657 662 813 947 1039 1049 1102 1128 1163 1175
66,967 1039 1088
50 124 205 284,393 513 528 672 717
13 359,449 808
34 308,445 558 598 934 1088 1179
341,514 528 540 647 776
83,422 490 498 637 650 657 668 700 764 1115 1163
17,528 537 672 752 813 833 947 1019 1093 1119 1124 1132 1188
164,514 527 558 921 1039 1088 1175 1179
46,528 637 813 834 951 1119
197,445 990 1039
197,427 657 1163
341,440 537 598 1124
122 141 317,440 747 850 897 998
217,421 548 596 731 759 804 933 1000 1039 1094
217,548 596 731 933
326,702 764 794 840 850 1000 1019 1136
167,528 709 813 826 1022
8 76,422 425 637 833
141 148,528 672 935 1136
124 144 178 248 325 335,929 1136
12,564 642 888
214 305,425 528 572 637 951
184 275 353,528 572 951
359,393 565 613
184 211 341,422 454 473 537 549 582 662 672 715 720 771 924 1019 1093 1102 1124 1159 1178
178,758 1084 1200
293,425 528 532 637 771 1054 1184
356,404 1091
51 99,422 425 637 764 1150
161,419 425 528 549 637 813 947 1000 1026 1067 1084 1144
335,560 1096
23 214 261,558 646 650 764 947
184,422 558 564 637 764
114,422 637 764 1007
92,532 558 1096 1125
341,422 564 637 650 672
229,413 422 582 637 650 1069 1170 1184
335,422 582 637 1144
139 279 314 335,422 425 528 549 564 637 650 764 804 1184
293,564 637 650 668 764 804 854 951 1184
139 178 211 314 335,422 528 637 764 833 850 1084 1184
279 335,422 425 637 764 833 1084 1184
335,422 637 854 1144
200,564
133 227,393 409 443 445 473 492 559 642 672 685 689 736 816 833 992 1102
115 318,528 813 951
115,650
359,467
76,422 564 637 650 688 833 1109
359,409 413 467 1069
205 359,406 422 528 537 560 565 572 574 637 725 731 759 771 933 997 1019 1084 1094 1124 1144 1184
359,425 467 528 813 947
9 99 171 178 305,497 951 1088 1194
344,443 497 662 689 816 951 1039 1088
190,490 498 637 656 707 732 788 813 897 941 947 1006 1188 1199
359,454 530 637 767 897 925 947
261,559 637 1194
133,514 564 1011
229,642
229,425 528 572 656 705 947 951 985 1067
247,528 559 564 599 642 685 1039 1047
83,759 1091
200,488 528 1088
261,425 478 528 626 657 764 897 947 1163
141,513 528 537 672 813 947 1124
37,449 1109 1148
161,449 513 537 813 947 1109 1124 1148 1188
341,461 582 650 671 786 823 1136 1148
200,582 650 1132 1199
53 357,425 528 572 951
172,442 528 582 650 813 1136 1148 1159
167,528 558 565 572 813 1143
214 261,425 528 637 764 813 1182
358,490
13,406 473 537 656 790 1102 1124 1159
13 83,461 668 790 1109
305,422 461 637 662 764 790 935 947
12,528 637 732 764 794 850 897 947 1150
37,528 955 1182
233 261,632 955 1182
94 124,419 481 528 698 947 1002 1148
305,825
139 314,425 650 764 833
341,425 947 1093
147,425
161 224 347,395 396 425 449 461 521 650 947 1109 1150
167,425
224,425 528 637 650 813 951 979
305,425 440 473 528 565 572 637 656 672 705 813 825 833 924 947 951 1136 1143 1170
211,425 642 716 748 813 947 1067 1096
211,425 449 574 813 911 1067 1159
335,425 449 572 574 637 813 951 1067 1112
161 184 341,425 528 572 786 813 947 1188
83,425 449 478 528 537 565 672 813 1067 1124
155 184 224 341,393 408 419 425 582 650 823 1107 1194
353,425 473 528 951
353,425 433 947 951 1102 1143 1188
155 305 325,425 528 572 642 951 1144 1159
83 155,406 408 425 528 551 813 947 951 1079 1093 1194
141,425 449 528 813 1067
115,425 528 661 813 947
141 298 305,425 442 528 917 1102 1143 1194
83,408 425 449 551 813 947 1067 1079 1093 1188
224,408 425 528 637 650 764 813 947 1093 1148
34 141,425 473 868 998 1143 1152
211,425 449 748 813 947 1067 1093 1144
335,425 528 637 672 1136
335,425 637 813 1144
229,425 650 951
99,425 449 947 1079
144 335,425 637 650 813 947
283 341,425 551 637 646 668 813
335,419 425 438 637 646 813 947 1096
283,425 528 1067
245,425 947 1150
211 231,425 528 572 813 947 1093
83 155 211,408 422 425 528 549 637 731 764 813 947 1054 1084 1141 1184
385,408 422 425 457 528 637 764 947 1054 1141 1144 1184
44,422 425 528 549 560 637 764 813 947 985 1067 1084 1144 1200
190,425 440 473
5 34 50 155 211 245 308,425 528 549 560 572 672 771 897 947 1184
23,425 650 947
200,408 425 528 813 897 914 947 1136
34,425
211 231,425 528 549 574 612 759
83 155,406 408 425 528 551 813 947 951 1079 1093 1194
141,425 449 528 813 1067
34 357,440 528 764 998 1151
34,998
214,425 565 572 672 789 825 951
227 252 305,1191
190 193,572 637 646 771 831 951
83 305,771
349,425 473 478 528 549 565 572 771 790 947 1067 1188
349,406 422 449 551 662 689 816 1093 1119
97,447 449 573 642 644 736 799 1011 1067 1159
56 208 308,461 528 633 642 650 1067 1182
34,425 440 473 528 836 947 1143 1152
245,514 760
23 141,671 813 919 935 947
9,425 528 565 731 790 813 831 919 994
190,528 813 919 947 951 1188
184 341,528 549 565 646 786 813 919 1188
141,419 671 776 786 813 919 947 1188
184 341,528 549 572 646 813 919 947 951 1148 1188
76,440 528 558 564 565 572 607 637 650 771 833 951 998 1001 1011 1016
155,480 528 574 661 813 859 911
144 335,478 574 637 911 1159 1200
92 211,433 528 574 612 759 813 911 951 1144 1159 1184
178,425 449 574 759 813 911 947 1000 1084 1144
92,528 549 560 574 577 759 911 1067 1144 1184
211 353,433 528 574 612 759 813 911 951 1144 1159
92,425 528 759 813 897 947 951 1000 1093 1144 1200
283,425 473 497 591 816 917 951 1039 1143
114,497 505 522 598 816 951 1039 1088
83,528 813 868 947 1088 1148
141,722 947 1148
224,637 650 764 813 947
5 308 344,497 662 689 816 951 1039 1088 1093
19,408 461 528 823 917 1148 1194
155 171 305,497 591 662 825 951 1088 1093 1143
211 341,572 759 947 1093
341,419 449 537 565 620 686 776 786 898 947 1093 1124 1188
305,1093
161,633 813 1093
341,445 673 1088 1093
178,445 1093
305,951
41,478 637 661 705 764 771 947 1170
341,419 450 528 537 549 560 672 813 1026 1093 1124 1188
341,442 537 801 813 817 1093 1124 1143
341,528 537 551 1124 1143
50 341,528 537 1124 1143 1151
341,419 442 528 537 646 776 1026 1093 1124
208 214,393 473 528 582 672 752 772 823 956 982 1136
208,393 473 528 582 672 752 823 982 1136 1182
205,422 425 473 528 532 549 662 771 813 947 985 1093 1150
229 297,425 560 692 1093 1136 1159
99 122,419 448 573 947 979 985 1035
23,425 573 876 947 1150
189 372,425 646 876 947 1150
23,425 478 947 1150
99 374,425 876 1150
50 184 341,450 528 537 1124 1143
305,422 528 549 637 656 672 764 771 985 1067 1093 1102 1143 1159 1170
99,422 528 549 572 637 672 764 771 947 985 1067 1093 1143 1151
305,528 672 764 823 1102
155 341,422 473 528 549 582 672 692 752 823 956 982 1136
112 305,408 473 528 582 672 823
224 317,422 528 549 637 672 764 833 929 947 1067 1093 1102 1136 1143
378,407 449 528 764 833 1067 1093 1136 1151
314 335,422 425 442 528 637 668 764 947 1093 1119
197,717
156,442 528 560 637 1136 1168
100,409 528 717
123 252,545 711 1047 1100
155 184 201 335,527 637
358,435 558 561 1039 1047
133,528 642 717 725 752 772 860 898 940 956 1036 1189
84,672 717 1093 1159
214,528 717 947 1148
5,717 813 1107 1184 1194
341,537 717 1093 1124
341,408 528 560 637 717 725 786 834
50 297 305 353,709 826
155 298 357,709 719 1093 1119
305,423 709 973
97,505 709
133,461 537 642 982 1124 1132 1159 1170
133,442 445 461 582 637 650 752 785 807 833 1036 1132
141 214,461 488 528 720 823 917 1132 1134 1175 1194
133,461 564 642 663 713 1094 1144
236,559
211 341,445 477 560 637 748 787 1144
305,598 1008
335,413 422 582 637 1069 1144 1159
34,442 776
335,812
372,498 947 1188
98,732 1088
341 357,758
341,813
341,419 528 549 572 598 813 833 1019 1026 1093 1148 1188
341,419 528 537 646 715 833 955 1093 1124 1182 1188
50 341,408 419 528 537 549 672 947 1093 1124 1143 1159
